"","PROBEID","SYMBOL","ENTREZID"
"3283","227314_at","ITGA2","3673"
"3284","205819_at","MARCO","8685"
"3285","223423_at","GPR160","26996"
"3286","214953_s_at","APP","351"
"3287","208335_s_at","ACKR1","2532"
"3288","205830_at","CLGN","1047"
"3289","227921_at","LOC102724701","102724701"
"3290","227921_at","CH507-145C22.1","105379493"
"3291","227921_at","LOC105379499","105379499"
"3293","232481_s_at","SLITRK6","84189"
"3297","217744_s_at","PERP","64065"
"3298","201641_at","BST2","684"
"3300","202086_at","MX1","4599"
"3303","204698_at","ISG20","3669"
"3304","227811_at","FGD3","89846"
"3305","229975_at","BMPR1B","658"
"3306","235911_at","MELTF","4241"
"3307","223864_at","ANKRD30A","91074"
"3310","205541_s_at","GSPT2","23708"
"3311","226884_at","LRRN1","57633"
"3312","219255_x_at","IL17RB","55540"
"3313","219352_at","HERC6","55008"
"3314","226189_at","ITGB8","3696"
"3315","207522_s_at","ATP2A3","489"
"3316","221024_s_at","SLC2A10","81031"
"3317","218976_at","DNAJC12","56521"
"3318","218856_at","TNFRSF21","27242"
"3320","209123_at","QDPR","5860"
"3322","213557_at","CDK12","51755"
"3324","203439_s_at","STC2","8614"
"3325","222484_s_at","CXCL14","9547"
"3326","206595_at","CST6","1474"
"3328","209504_s_at","PLEKHB1","58473"
"3329","205280_at","GLRB","2743"
"3330","204337_at","RGS4","5999"
"3331","223631_s_at","C19orf33","64073"
"3333","240192_at","GATA3-AS1","399717"
"3335","211430_s_at","IGHG3","3502"
"3336","211430_s_at","IGHG1","3500"
"3337","211430_s_at","IGHM","3507"
"3338","211430_s_at","IGHV4-31","28396"
"3339","209291_at","ID4","3400"
"3340","201467_s_at","NQO1","1728"
"3342","223748_at","SLC4A11","83959"
"3343","206157_at","PTX3","5806"
"3345","229158_at","WNK4","65266"
"3348","202712_s_at","CKMT1B","1159"
"3349","202712_s_at","CKMT1A","548596"
"3351","202037_s_at","SFRP1","6422"
"3352","204041_at","MAOB","4129"
"3353","210096_at","CYP4B1","1580"
"3354","218232_at","C1QA","712"
"3355","203892_at","WFDC2","10406"
"3356","229381_at","SRARP","149563"
"3357","229580_at","CLSTN2","64084"
"3358","205569_at","LAMP3","27074"
"3359","214290_s_at","H2AC18","8337"
"3360","214290_s_at","H2AC19","723790"
"3361","202018_s_at","LTF","4057"
"3362","209114_at","TSPAN1","10103"
"3363","209278_s_at","TFPI2","7980"
"3364","230788_at","GCNT2","2651"
"3365","228241_at","AGR3","155465"
"3366","39248_at","AQP3","360"
"3367","226021_at","RDH10","157506"
"3369","237339_at","LINC00993","101929520"
"3370","207076_s_at","ASS1","445"
"3371","226736_at","CHURC1","91612"
"3372","225491_at","SLC1A2","6506"
"3373","205009_at","TFF1","7031"
"3374","220414_at","CALML5","51806"
"3375","204914_s_at","SOX11","6664"
"3376","226809_at","FAR2P2","100216479"
"3378","205440_s_at","NPY1R","4886"
"3381","212730_at","SYNM","23336"
"3382","210163_at","CXCL11","6373"
"3383","204595_s_at","STC1","6781"
"3384","235153_at","RNF183","138065"
"3386","206754_s_at","CYP2B6","1555"
"3387","206754_s_at","CYP2B7P","1556"
"3389","212236_x_at","KRT17","3872"
"3390","219557_s_at","NRIP3","56675"
"3391","219300_s_at","CNTNAP2","26047"
"3392","238755_at","RASSF10","644943"
"3393","236285_at","KLHDC7B","113730"
"3394","204734_at","KRT15","3866"
"3395","214324_at","GP2","2813"
"3396","227425_at","REPS2","9185"
"3397","203485_at","RTN1","6252"
"3398","240633_at","DOK7","285489"
"3399","211429_s_at","SERPINA1","5265"
"3400","230863_at","LRP2","4036"
"3401","1553394_a_at","TFAP2B","7021"
"3402","204268_at","S100A2","6273"
"3403","203915_at","CXCL9","4283"
"3404","204623_at","TFF3","7033"
"3406","211421_s_at","RET","5979"
"3407","212094_at","PEG10","23089"
"3408","1553434_at","CYP4Z2P","163720"
"3410","205916_at","S100A7","6278"
"3412","1552507_at","KCNE4","23704"
"3413","237395_at","CYP4Z1","199974"
"3415","205890_s_at","UBD","10537"
"3416","205890_s_at","GABBR1","2550"
"3418","214440_at","NAT1","9"
"3420","213680_at","KRT6B","3854"
